,preis,kilometer,erstzulassung_monat,erstzulassung_jahr,leistung,mfk_monat,mfk_jahr,angebotsnummer,bewertung_durchschnitt,bewertung_gesamteindruck,bewertung_erreichbarkeit,bewertung_zuverlaessigkeit,bewertung_angebotsbeschreibung,bewertung_kauferlebnis,anzahl_bewertungen,prozentsatz_weiterempfehlungen,fahrzeughalter,gaenge,hubraum,kraftstoffverbrauch,co2_emissionen,tueren,sitzplaetze,garantie,marke_Volkswagen,modell_Golf VI,treibstoff_Autogas (LPG),treibstoff_Benzin,treibstoff_Diesel,treibstoff_Gas,treibstoff_Sonstige,anbieter_Gewerblicher Anbieter,anbieter_Privater Anbieter,karosserieform_Cabrio,karosserieform_Coupé,karosserieform_Kleinwagen,karosserieform_Kombi,karosserieform_Limousine,karosserieform_Sonstige,karosserieform_Van/Kleinbus,getriebe_Automatik,getriebe_Halbautomatik,getriebe_Schaltgetriebe,antriebsart_Allrad,antriebsart_Front,antriebsart_Heck
20672,10475,74888.0,9.0,2011.0,77,,,263567809,4.26,4.66,4.33,4.0,4.66,3.66,3.0,100.0,1.0,,1598.0,45.0,,,2.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20677,10479,41112.0,7.0,2009.0,90,7.0,2016.0,267703816,4.48,4.4,5.0,4.6,4.2,4.2,5.0,80.0,2.0,,1390.0,62.0,144.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20680,10480,43557.0,3.0,2012.0,63,,,270863332,4.46,4.33,4.5,4.33,4.66,4.5,6.0,100.0,1.0,,1197.0,55.0,129.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20682,10480,130400.0,7.0,2009.0,81,7.0,2016.0,270527953,3.45,3.6,4.4,3.6,3.8,1.5,5.0,60.0,2.0,5.0,1968.0,,,5.0,,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20684,10480,79869.0,4.0,2012.0,63,,,270523219,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,5.0,1197.0,55.0,129.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20686,10480,79105.0,1.0,2011.0,77,9.0,2016.0,269683712,4.6,4.6,4.8,4.6,4.6,4.33,5.0,100.0,1.0,6.0,1197.0,52.0,121.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20687,10480,54325.0,7.0,2010.0,77,,,269599865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1197.0,57.0,134.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20688,10480,39800.0,8.0,2010.0,59,,,270288671,4.53,4.66,4.66,4.33,4.66,4.33,3.0,67.0,2.0,,1390.0,64.0,149.0,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20694,10480,72036.0,6.0,2011.0,63,,,269581164,4.2,5.0,4.5,4.5,4.0,3.0,2.0,100.0,1.0,5.0,1197.0,55.0,129.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20701,10480,77000.0,2.0,2011.0,77,,,268215190,4.83,4.6,5.0,4.8,4.8,5.0,5.0,100.0,1.0,6.0,1197.0,57.0,134.0,2.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20706,10480,158810.0,8.0,2011.0,103,8.0,2016.0,268030282,4.6,4.6,4.8,4.6,4.6,4.33,5.0,100.0,1.0,6.0,1968.0,54.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
20710,10480,51823.0,12.0,2009.0,75,,,257723694,4.95,5.0,4.75,5.0,5.0,5.0,4.0,100.0,2.0,7.0,1595.0,67.0,157.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
20712,10480,74900.0,11.0,2010.0,77,,,263127074,4.88,5.0,5.0,5.0,5.0,4.5,2.0,100.0,1.0,6.0,1197.0,57.0,134.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20715,10489,94865.0,3.0,2011.0,77,3.0,2016.0,269546611,4.65,4.75,4.5,4.87,4.25,5.0,8.0,88.0,1.0,,1598.0,41.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20716,10489,32000.0,12.0,2008.0,90,,,270166662,4.41,4.25,4.33,4.66,4.25,4.66,4.0,100.0,1.0,,1390.0,63.0,149.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20717,10485,29300.0,2.0,2011.0,59,,,264956391,4.81,4.79,4.8,4.85,4.8,4.82,48.0,100.0,1.0,,1390.0,64.0,149.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20719,10489,102570.0,10.0,2011.0,77,10.0,2016.0,267711191,4.87,4.5,5.0,5.0,5.0,0.0,2.0,100.0,1.0,,1598.0,42.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
20721,10489,80000.0,5.0,2009.0,90,6.0,2016.0,269383100,4.71,4.66,4.66,5.0,4.66,4.66,3.0,100.0,2.0,,1390.0,60.0,138.0,3.0,,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
20722,10490,64461.0,12.0,2009.0,90,12.0,2016.0,271003723,4.25,4.25,4.14,4.28,4.57,4.0,8.0,75.0,1.0,,1390.0,63.0,149.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20723,10490,90459.0,2.0,2011.0,75,2.0,2016.0,270951989,4.64,4.33,4.66,4.66,4.66,5.0,3.0,100.0,1.0,,1595.0,92.0,169.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20728,10490,109920.0,10.0,2010.0,77,,,270918572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1598.0,45.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20729,10490,112222.0,4.0,2011.0,77,4.0,2016.0,270789740,5.0,5.0,5.0,5.0,5.0,0.0,1.0,100.0,1.0,6.0,1197.0,57.0,135.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20730,10490,96950.0,3.0,2009.0,81,,,270854300,4.28,4.33,4.33,4.0,4.33,4.5,3.0,100.0,2.0,5.0,1968.0,49.0,,,2.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20734,10490,39161.0,4.0,2010.0,59,,,270807931,4.75,5.0,5.0,5.0,4.0,0.0,1.0,100.0,1.0,5.0,1390.0,,,5.0,,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20735,10490,16800.0,12.0,2008.0,59,12.0,2015.0,270767138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1390.0,69.0,164.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20736,10490,83900.0,3.0,2011.0,63,,,270750952,4.69,4.6,4.6,4.6,4.8,5.0,5.0,100.0,,5.0,1197.0,55.0,129.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20751,10490,78500.0,4.0,2011.0,90,,,270360450,3.66,3.8,4.2,3.25,3.6,3.0,5.0,80.0,1.0,6.0,1390.0,63.0,149.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20752,10490,89950.0,2.0,2011.0,77,5.0,2017.0,270443489,3.79,3.75,4.31,3.55,4.15,3.11,20.0,75.0,1.0,,,,,4.0,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20755,10490,24390.0,3.0,2009.0,59,,,270383222,4.81,4.85,4.8,4.83,4.75,4.82,81.0,100.0,3.0,5.0,1390.0,69.0,165.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20761,10490,88000.0,4.0,2010.0,77,,,270112827,4.41,4.5,4.56,4.43,4.12,4.46,16.0,81.0,1.0,,1598.0,48.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20771,10490,45859.0,2.0,2012.0,59,1.0,2017.0,269333378,3.33,1.0,5.0,0.0,4.0,0.0,1.0,0.0,1.0,5.0,1390.0,69.0,,,3.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20772,10490,59500.0,6.0,2009.0,90,5.0,2017.0,269713233,4.9,4.66,5.0,5.0,5.0,5.0,3.0,100.0,,,1390.0,62.0,144.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20774,10490,79484.0,11.0,2009.0,90,11.0,2016.0,269481412,5.0,5.0,5.0,5.0,5.0,0.0,1.0,100.0,2.0,,1390.0,,,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20775,10490,74700.0,6.0,2011.0,63,6.0,2016.0,269407960,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,5.0,1197.0,55.0,130.0,3.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20780,10490,74287.0,9.0,2010.0,77,,,268979427,3.96,4.0,4.33,3.6,4.0,3.66,6.0,83.0,2.0,6.0,1200.0,57.0,134.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20783,10490,38610.0,10.0,2010.0,59,10.0,2015.0,268494091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1390.0,69.0,165.0,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20785,10490,61904.0,1.0,2011.0,63,,,268884192,4.9,5.0,5.0,5.0,5.0,4.5,2.0,100.0,1.0,5.0,1197.0,55.0,130.0,3.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20788,10490,105221.0,10.0,2011.0,77,9.0,2016.0,267647668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1598.0,42.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
20789,10490,51000.0,4.0,2011.0,59,4.0,2016.0,268126649,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,2.0,,1390.0,64.0,149.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20790,10490,50350.0,2.0,2011.0,59,,,267993235,4.8,5.0,5.0,5.0,4.0,5.0,1.0,100.0,1.0,,1390.0,1.0,,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20791,10490,109215.0,1.0,2011.0,90,,,267080831,4.42,4.33,4.6,4.16,4.5,4.66,6.0,83.0,2.0,6.0,1390.0,63.0,149.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20797,10490,146000.0,2.0,2012.0,77,,,266963112,4.66,4.5,5.0,4.5,4.5,5.0,2.0,100.0,1.0,,1598.0,45.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20802,10490,24986.0,1.0,2010.0,59,,,265794428,4.0,4.0,4.25,4.0,4.0,3.75,5.0,80.0,1.0,5.0,1390.0,69.0,,,3.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20804,10490,137206.0,12.0,2011.0,103,,,266426755,4.33,4.4,4.4,4.6,4.2,4.0,5.0,100.0,1.0,,1968.0,56.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
20805,10490,53950.0,12.0,2010.0,63,,,266106394,4.4,4.0,5.0,4.0,4.0,5.0,1.0,100.0,1.0,5.0,1197.0,55.0,130.0,3.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
20809,10490,133100.0,12.0,2011.0,77,,,265351653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1598.0,45.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
20814,10490,114600.0,12.0,2010.0,77,,,265488110,4.54,4.66,4.5,4.5,4.5,4.5,3.0,100.0,1.0,5.0,1598.0,45.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20823,10490,111410.0,8.0,2010.0,77,11.0,2015.0,263640446,4.8,5.0,5.0,5.0,4.0,5.0,1.0,100.0,1.0,,1598.0,45.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
20827,10490,40600.0,10.0,2010.0,59,,,262824179,4.54,4.66,4.5,4.5,4.5,4.5,3.0,100.0,1.0,5.0,1390.0,69.0,165.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20830,10490,114478.0,12.0,2009.0,77,,,261806955,4.36,4.5,4.66,4.5,4.0,4.16,6.0,100.0,1.0,5.0,1595.0,45.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20831,10490,132400.0,9.0,2010.0,77,,,261256238,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,,5.0,1598.0,45.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20832,10490,75000.0,4.0,2011.0,59,,,261853505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1400.0,,,,,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20833,10490,79750.0,9.0,2011.0,77,,,260915565,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,5.0,1598.0,45.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20835,10490,96065.0,8.0,2009.0,90,,,261930138,3.93,3.66,4.0,4.0,4.33,3.66,3.0,100.0,1.0,,1390.0,,,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20839,10490,43300.0,7.0,2011.0,59,7.0,2016.0,261134858,4.54,4.8,4.4,4.4,4.6,4.5,5.0,100.0,1.0,5.0,1390.0,64.0,149.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20840,10490,77900.0,9.0,2011.0,77,,,261172311,4.68,4.66,4.83,4.5,4.83,4.6,6.0,83.0,,5.0,1598.0,45.0,119.0,2.0,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20847,10495,75139.0,1.0,2011.0,63,,,269003998,3.81,3.69,3.56,3.86,3.95,4.16,23.0,78.0,2.0,,1197.0,55.0,129.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20860,10495,65565.0,11.0,2010.0,59,,,262740254,1.6,2.0,2.0,2.0,1.0,1.0,1.0,0.0,,5.0,1390.0,,,5.0,,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20866,10499,40000.0,2.0,2011.0,59,2.0,2016.0,269270502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1390.0,69.0,165.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20870,10499,119000.0,3.0,2012.0,77,,,268355329,2.3,1.5,5.0,1.0,2.5,1.5,2.0,0.0,1.0,,1598.0,45.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20902,10500,124500.0,3.0,2010.0,118,,,270085257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,1390.0,66.0,154.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
20903,10500,130500.0,10.0,2011.0,77,11.0,2016.0,270046878,4.81,4.66,5.0,5.0,4.5,5.0,3.0,100.0,1.0,,1598.0,45.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20904,10500,72080.0,2.0,2011.0,63,,,269802502,4.53,4.66,4.66,4.66,4.66,4.0,3.0,100.0,1.0,5.0,1197.0,55.0,129.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20906,10500,81000.0,8.0,2010.0,90,2.0,2016.0,269431119,,,,,,,,,1.0,6.0,1390.0,62.0,144.0,2.0,5.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
20917,10500,172000.0,11.0,2010.0,103,12.0,2015.0,269198455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1968.0,55.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20940,10500,83565.0,11.0,2010.0,77,10.0,2016.0,266967440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1598.0,48.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20945,10500,96000.0,4.0,2011.0,77,8.0,2016.0,266796111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1598.0,45.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20952,10500,68900.0,3.0,2010.0,90,,,265879634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1390.0,65.0,152.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20962,10500,62453.0,12.0,2010.0,77,,,263663138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1197.0,57.0,135.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20966,10500,74278.0,5.0,2010.0,90,,,263790490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1390.0,63.0,149.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20969,10500,115000.0,10.0,2010.0,90,,,261864338,2.5,1.0,4.0,3.0,2.0,0.0,1.0,0.0,,6.0,1390.0,67.0,157.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20973,10500,117000.0,9.0,2011.0,77,,,261308759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1598.0,45.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20981,10530,64857.0,6.0,2011.0,63,,,270944760,4.9,5.0,5.0,5.0,4.5,5.0,2.0,100.0,1.0,5.0,1197.0,55.0,130.0,3.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
20983,10540,70129.0,2.0,2011.0,63,2.0,2016.0,270519952,4.5,5.0,4.0,5.0,4.0,5.0,2.0,100.0,1.0,5.0,1197.0,55.0,130.0,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20987,10530,87672.0,2.0,2009.0,81,,,270289592,5.0,5.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,,1968.0,49.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20990,10550,85000.0,9.0,2009.0,118,9.0,2016.0,270584447,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,,1390.0,60.0,139.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
20992,10530,47311.0,3.0,2009.0,90,3.0,2012.0,270319442,4.92,5.0,4.66,5.0,5.0,5.0,3.0,100.0,2.0,6.0,1390.0,,,5.0,,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20994,10550,65537.0,5.0,2011.0,59,,,241001962,5.0,5.0,5.0,5.0,5.0,0.0,1.0,100.0,1.0,5.0,1390.0,1.0,,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
21001,10570,110000.0,5.0,2011.0,63,,,263338937,3.6,4.0,4.0,3.0,5.0,2.0,1.0,100.0,1.0,7.0,1197.0,55.0,130.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
21004,10580,127500.0,5.0,2010.0,103,,,261468591,4.57,4.33,4.66,4.66,4.66,4.5,3.0,100.0,1.0,6.0,1968.0,49.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
21008,10590,63800.0,2.0,2010.0,59,3.0,2017.0,270503006,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,2.0,5.0,1390.0,69.0,165.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
21011,10590,43956.0,6.0,2010.0,59,,,269521253,3.96,4.0,4.33,3.6,4.0,3.66,6.0,83.0,2.0,,1390.0,64.0,149.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
21016,10590,52334.0,10.0,2009.0,90,,,268760589,4.36,4.42,4.28,4.42,4.42,4.2,7.0,86.0,1.0,,1390.0,63.0,149.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
21017,10590,62836.0,8.0,2010.0,77,,,268257940,4.4,4.33,4.66,4.66,4.33,4.0,3.0,67.0,1.0,6.0,1197.0,57.0,135.0,3.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
21026,10590,85970.0,4.0,2009.0,90,,,255017033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,1390.0,,,,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
21028,10600,46883.0,1.0,2011.0,59,8.0,2016.0,270347325,3.46,3.66,3.66,3.66,3.66,1.0,3.0,67.0,1.0,,1390.0,69.0,164.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
21031,10600,61000.0,6.0,2010.0,90,6.0,2015.0,269849809,,,,,,,,,1.0,7.0,1390.0,60.0,138.0,4.0,5.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
21044,10640,55820.0,4.0,2010.0,77,,,270777646,4.5,4.66,4.0,4.33,4.66,5.0,3.0,100.0,1.0,,1197.0,57.0,135.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
21046,10630,109750.0,4.0,2011.0,77,,,270602223,4.35,4.75,4.5,4.75,4.33,2.5,4.0,100.0,1.0,,1197.0,52.0,121.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
21048,10630,117659.0,9.0,2009.0,81,,,270453981,4.7,4.66,4.66,4.66,4.66,4.87,9.0,100.0,3.0,,2000.0,49.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
21052,10650,96841.0,9.0,2009.0,90,,,270971228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1390.0,64.0,152.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
21054,10640,53999.0,4.0,2011.0,63,,,269941766,3.63,3.83,3.83,3.66,3.5,3.33,6.0,67.0,1.0,,1197.0,55.0,129.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
21055,10640,29993.0,3.0,2011.0,59,2.0,2016.0,268102912,4.16,4.23,4.42,4.15,4.14,3.76,21.0,81.0,1.0,5.0,1390.0,69.0,165.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
21057,10650,132500.0,12.0,2012.0,77,,,269776183,4.04,3.9,4.2,4.1,4.1,3.88,10.0,80.0,1.0,5.0,1598.0,42.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
21061,10650,62000.0,5.0,2009.0,90,,,270131991,4.32,4.25,4.36,4.3,4.45,4.16,12.0,92.0,1.0,,1390.0,63.0,149.0,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
21066,10650,118607.0,9.0,2011.0,77,5.0,2017.0,266595166,5.0,5.0,5.0,5.0,5.0,0.0,1.0,100.0,1.0,5.0,1598.0,45.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
21067,10650,96565.0,6.0,2011.0,77,6.0,2016.0,257479588,4.53,4.66,4.66,4.66,4.66,4.0,3.0,100.0,1.0,5.0,1598.0,41.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
21068,10660,131700.0,10.0,2011.0,77,,,266255640,2.8,2.66,4.5,2.5,2.5,1.0,3.0,67.0,1.0,5.0,1598.0,41.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
21069,10664,122158.0,3.0,2012.0,77,3.0,2017.0,270409108,4.26,4.15,4.3,4.36,4.46,4.0,13.0,85.0,1.0,,1598.0,45.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
21072,10679,53670.0,6.0,2010.0,77,,,270512790,4.56,4.6,4.6,4.8,4.4,4.4,5.0,100.0,2.0,6.0,1197.0,57.0,134.0,,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
21073,10666,46600.0,8.0,2010.0,59,,,269009217,4.79,4.85,4.71,4.85,4.71,4.83,7.0,100.0,2.0,5.0,1400.0,64.0,149.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
21074,10662,55600.0,8.0,2011.0,63,,,263803811,4.79,4.85,4.71,4.85,4.71,4.83,7.0,100.0,1.0,5.0,1197.0,55.0,129.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
